Source_Borough,Drop_Borough,Date,Hour,Trip_Distance,Duration,Count_of_rides,tip_amount,total_amount
Queens,Manhattan,1/23/18,21,13.32925919,25.67455173,695,7.059753233,51.32010402
Manhattan,Manhattan,1/25/18,16,2.640074321,18.70180849,13639,1.865845779,16.85679512
Queens,Brooklyn,1/29/18,20,14.32552107,29.57472063,157,5.944920498,47.65652011
Queens,Manhattan,1/30/18,21,12.60211671,27.3349099,616,6.333258672,48.22446188
Manhattan,Manhattan,1/3/18,5,2.236039097,11.2022587,1968,1.124273696,11.41907756
Manhattan,Manhattan,1/9/18,8,2.786412643,20.12991538,15409,1.949235459,16.3496997
Manhattan,Brooklyn,1/13/18,5,6.863268608,20.79978425,118,1.641610032,25.68052589
Brooklyn,Queens,1/10/18,6,11.70333333,30.6537037,9,5.071111111,41.53777778
Brooklyn,Manhattan,1/10/18,11,5.422777778,22.33194444,19,3.505277778,24.34694444
Unknown,Manhattan,1/13/18,8,1.28875,5.858333333,17,2.2365625,23.6303125
Queens,Queens,1/13/18,16,5.435550375,19.48653183,190,4.403109929,25.31092769
Unknown,Manhattan,1/20/18,17,2.596538462,13.07799145,39,3.7325,22.21108974
Brooklyn,Manhattan,1/21/18,14,5.624375,20.85555556,25,2.7825,23.60125
Queens,Queens,1/28/18,21,5.488111472,12.88972422,223,1.631503499,20.42704807
Queens,Brooklyn,1/13/18,18,12.54165045,39.53865482,138,4.345311939,43.78356936
Queens,Manhattan,1/28/18,6,10.97053184,23.39320537,133,5.002644195,42.55857678
Queens,Brooklyn,1/28/18,15,13.65588456,35.26593695,170,5.369975709,46.94723641
Manhattan,Queens,1/31/18,5,12.01753375,24.79639612,303,5.829841076,45.75559535
Queens,Queens,1/1/18,19,6.047391624,17.47941664,225,1.681211897,21.53971629
Manhattan,Bronx,1/2/18,19,9.914897959,23.70986395,52,2.534183673,34.85030612
Unknown,Manhattan,1/19/18,22,2.811666667,9.707093254,42,2.927261905,17.01095238
Unknown,Manhattan,1/6/18,23,2.684375,9.972569444,26,2.702291667,25.594375
Brooklyn,Queens,1/18/18,6,8.865733333,18.83488889,11,5.872666667,34.118
Queens,Bronx,1/10/18,2,16.21555556,24.72592593,9,0,48.33555556
Queens,Bronx,1/23/18,19,15.39708333,28.01273148,17,4.136666667,54.87777778
Manhattan,Bronx,1/30/18,20,8.975909091,24.575,59,2.592090909,32.17136364
Manhattan,Manhattan,1/1/09,10,2.15,10,1,1.7,12
Manhattan,Bronx,1/16/18,15,7.655357143,33.77916667,30,0.9425,30.455
Queens,Manhattan,1/19/18,8,11.30821899,57.20260878,348,5.543775762,47.19865539
Brooklyn,Manhattan,1/12/18,1,5.604,17.50916667,20,2.6645,23.3025
Brooklyn,Bronx,1/12/18,17,14.215,85.68333333,2,0,59.93
Queens,Unknown,1/26/18,7,20.6975,36.10208333,9,18.83291667,128.82125
Queens,Staten Island,1/15/18,23,26.07,44.68333333,1,16.66,99.98
Unknown,Manhattan,1/25/18,23,1.2615,5.800416667,26,3.5275,23.2305
Manhattan,Unknown,1/28/18,17,4.90925,16.13125,23,2.767,32.8045
Queens,Manhattan,1/4/18,8,12.10742512,57.07777778,105,5.348004831,46.51071014
Unknown,Brooklyn,1/15/18,16,8.275,31.33333333,2,3.83,33.38
Unknown,Unknown,1/23/18,22,0.737030755,3.027449872,215,3.092120081,37.66444256
Unknown,Queens,1/27/18,14,16.92666667,26.32037037,5,1.111111111,91.68888889
Queens,EWR,1/13/18,12,36.88,50.75,1,0,136.82
Queens,Bronx,1/24/18,13,15.72166667,32.62222222,7,3.468333333,54.48666667
Manhattan,Staten Island,1/29/18,17,24.01,78.03333333,1,0,93.58
Bronx,Manhattan,1/5/18,10,3.203333333,13.73888889,3,0,13.63333333
Bronx,Bronx,1/30/18,11,3.198571429,13.64761905,9,1.532857143,15.69
Brooklyn,Manhattan,1/24/18,10,3.896842105,19.53114035,21,3.197631579,22.44236842
Bronx,Manhattan,1/3/18,12,4.705,17.28333333,2,0,18.05
Manhattan,Unknown,1/1/18,13,6.925877193,16.67821637,23,2.421578947,40.82596491
Queens,Unknown,1/5/18,23,17.10323077,34.11923077,22,6.181692308,207.2740513
Brooklyn,Manhattan,1/24/18,4,7.698571429,19.98571429,7,2.114285714,29.06
EWR,Manhattan,1/2/18,13,20.97,34.88333333,1,0,58.56
Brooklyn,Manhattan,1/16/18,1,3.225,10.42777778,6,2.345,15.47833333
Unknown,Unknown,1/13/18,20,1.991710335,12.28802766,232,2.798049491,70.11362445
Unknown,Queens,1/19/18,9,0.966666667,5.974074074,5,2.693333333,22.60444444
Unknown,Unknown,1/6/18,19,4.301299954,18.12619813,318,3.420388149,54.85395728
Queens,Manhattan,1/24/18,3,13.58,24.71666667,6,2.64,38.73333333
Bronx,Manhattan,1/25/18,7,7.345,35.18333333,2,0.5,31.18
Manhattan,Unknown,1/10/18,3,6.346666667,12.66666667,3,8.453333333,48.08666667
Manhattan,Staten Island,1/10/18,15,21.6,98.75,1,0,88.32
Bronx,Bronx,1/24/18,8,1.3675,7.791666667,8,0.49625,8.79625
Unknown,Unknown,1/16/18,3,2.291666667,7.99375,13,1.06875,26.57708333
Queens,Unknown,1/7/18,16,18.27282828,34.50420875,26,8.144507576,91.70934343
Unknown,Queens,1/17/18,15,2.7,8.783333333,5,4.176666667,26.46333333
Bronx,Bronx,1/18/18,2,1.485,8.947222222,6,0.833333333,17.05
Bronx,Bronx,1/29/18,14,3.66,12.79583333,4,1.11,16.035
EWR,EWR,1/2/18,6,0.4,2.558333333,2,11,104.05
Bronx,Bronx,1/7/18,12,4.2925,363.0541667,5,0,14.1
Bronx,Brooklyn,1/1/18,1,19.74666667,41.77222222,3,0,58.55333333
Queens,Bronx,1/28/18,3,9.3,22.17916667,4,1.7375,34.1675
Unknown,Unknown,1/20/18,19,1.379426523,11.72906213,285,2.789775986,35.15023297
EWR,EWR,1/4/18,11,0,0.4,1,5,55.3
Unknown,Manhattan,1/22/18,3,2.2,9.241666667,2,0,11.05
Manhattan,Staten Island,1/15/18,19,14.08,45.53333333,1,9.54,73.12
Bronx,Unknown,1/14/18,18,0,0,1,0,16.3
Queens,Unknown,1/16/18,6,14.794,35.57333333,5,3.41,51.362
Brooklyn,Bronx,1/14/18,10,11.95,27.73333333,1,0,36.3
Bronx,Queens,1/24/18,20,10.61,21.88333333,1,0,38.06
Bronx,Bronx,1/17/18,21,4.7,13.3,1,2.67,20.47
Brooklyn,Unknown,1/11/18,18,0,0,2,0,12.3
Manhattan,EWR,1/14/18,1,15,30.16666667,1,0,80.8
Queens,Staten Island,1/5/18,18,26,58.28333333,1,0,85.32
Manhattan,Queens,1/1/18,2,8.02531466,34.10916931,798,2.932995021,31.96083504
Manhattan,Manhattan,1/2/18,16,2.648722334,16.82898846,11765,1.464664941,15.16996575
Queens,Queens,1/6/18,0,5.427983213,23.28914554,313,1.739730045,20.65949846
Manhattan,Brooklyn,1/6/18,14,6.359431818,25.21111111,196,3.045823864,27.5503125
Queens,Manhattan,1/8/18,5,10.1199186,23.99275194,120,4.184155039,38.19721705
Brooklyn,Manhattan,1/9/18,22,5.691848485,18.82363636,60,2.980181818,23.18793939
Manhattan,EWR,1/27/18,11,17.77907407,32.89814815,13,8.611851852,92.55222222
Queens,Queens,1/28/18,10,4.453472452,11.85980946,214,1.671990358,18.13802342
Manhattan,Bronx,1/29/18,14,7.834166667,25.17222222,24,0.904583333,28.45625
Manhattan,Manhattan,1/31/18,18,2.842900993,18.0908058,19183,2.105469967,17.1220816
Manhattan,Manhattan,1/16/18,0,2.649665525,14.55636065,3052,1.428549963,13.46080724
Brooklyn,Brooklyn,1/6/18,2,2.149384307,9.240454372,127,1.43760882,12.57664089
Brooklyn,Brooklyn,1/6/18,9,1.736542289,9.582089552,86,1.132661692,10.81400498
Queens,Queens,1/21/18,19,6.674198811,15.16359675,224,1.902577446,23.44789033
Queens,Queens,1/23/18,11,4.357572464,12.10371176,116,1.382275362,18.2758744
Manhattan,Queens,1/24/18,17,10.08142663,48.86909315,394,5.439688551,43.89190673
Manhattan,Bronx,1/26/18,13,8.263418803,28.27663818,44,1.25491453,30.8707265
Bronx,Bronx,1/1/18,3,2.217862319,39.42258454,56,0.217898551,13.37115942
Queens,Brooklyn,1/8/18,20,13.01667623,29.68809426,155,4.280693989,43.44428689
Queens,Manhattan,1/9/18,12,12.35953842,42.49722914,483,6.269346325,49.04026697
Manhattan,Bronx,1/10/18,20,9.538044444,24.35911111,87,2.791,33.88273333
Queens,Manhattan,1/18/18,2,12.651875,22.79583333,16,3.881875,43.938125
Queens,Brooklyn,1/19/18,21,13.6785376,47.74281624,248,5.959015682,46.30700025
Queens,Brooklyn,1/31/18,15,13.18682464,48.04595632,120,4.665784512,48.35247363
Manhattan,Brooklyn,1/11/18,9,6.170808824,26.39960512,123,3.111045752,27.26013072
Brooklyn,Brooklyn,1/3/18,6,2.755087719,11.99173977,45,1.213289474,13.49530702
Queens,Queens,1/17/18,8,4.411286243,18.3077152,222,1.498089113,19.64771978
Bronx,Manhattan,1/5/18,20,1.6525,9.5125,3,0.5125,10.3125
Queens,Staten Island,1/7/18,16,23,54.46666667,1,10,86.32
Manhattan,Staten Island,1/20/18,12,22.685,36.40833333,2,6.63,83.33
Manhattan,Unknown,1/20/18,8,7.809090909,14.29621212,13,5.968636364,48.06409091
Unknown,Bronx,1/31/18,1,0,0.066666667,1,0,49.8
Queens,Bronx,1/3/18,21,17.616,30.68222222,15,6.097333333,61.60933333
Queens,Bronx,1/3/18,17,14.085,45.55583333,24,3.792,53.886
Unknown,Unknown,1/22/18,13,4.06214128,14.56646431,155,2.274966887,77.80050773
Brooklyn,Queens,1/27/18,2,4.670588235,14.06862745,17,1.584117647,18.91352941
Unknown,Queens,1/7/18,8,2.575,3.569444444,5,3.626666667,46.94333333
Queens,Bronx,1/18/18,7,13.29875,45.14166667,8,1.7775,50.2125
Queens,Unknown,1/8/18,16,15.56927083,66.93104167,29,5.571458333,75.35010417
Brooklyn,Manhattan,1/3/18,15,4.61,18.8280303,25,1.194090909,19.585
Unknown,Queens,1/6/18,7,6.194444444,11.83518519,8,1.42,37.55388889
Queens,Unknown,1/12/18,15,18.01044662,57.56250908,31,8.015294118,109.2945861
Queens,Bronx,1/14/18,9,15.8171875,25.14583333,18,2.8996875,53.1321875
Manhattan,Unknown,1/28/18,0,6.568958333,33.06145833,35,2.9984375,41.60052083
Manhattan,EWR,1/30/18,15,16.74024242,39.06810606,45,10.83463636,93.0590303
Brooklyn,Manhattan,1/14/18,16,4.575740741,19.42222222,31,1.614814815,19.91296296
Bronx,Bronx,1/13/18,5,1.10625,4.33125,9,0.2075,7.22625
Unknown,Brooklyn,1/15/18,20,2.9,12.875,2,8.1,45.9
Unknown,Manhattan,1/2/18,2,1.675,7.5625,4,3.9875,13.1625
Brooklyn,Queens,1/2/18,19,5.46,18.51458333,8,1.74125,22.35375
Queens,Bronx,1/4/18,0,16.86,24.50555556,9,6.942222222,58.75111111
Unknown,Unknown,1/4/18,9,1.090388889,7.73287037,92,22.96838889,126.1635
Brooklyn,Queens,1/15/18,7,11.785,22.90833333,2,2.98,37.28
Unknown,Queens,1/29/18,5,4.5,7.941666667,6,5.185,48.86166667
Manhattan,Staten Island,1/1/18,19,18.57,42.43333333,1,0,72.08
Unknown,Unknown,1/2/18,8,1.41101626,6.935840108,247,11.80367886,54.64424797
Staten Island,Brooklyn,1/10/18,12,18.61,75.28333333,1,0,78.32
Unknown,Manhattan,1/25/18,3,1.35,11.36666667,2,0,10.3
Unknown,Brooklyn,1/6/18,5,0,0.066666667,1,0,39.3
Bronx,Manhattan,1/17/18,0,3.19,12,2,0,13.3
EWR,EWR,1/9/18,12,0.8,1.033333333,1,25.2,151.28
Bronx,Bronx,1/21/18,16,4.565,19.04166667,6,0.913333333,17.79666667
Bronx,Manhattan,1/31/18,22,2.47,17.2,3,0,14.63333333
Unknown,Queens,1/3/18,16,5.533333333,25.1,3,8.206666667,70.26
Bronx,Bronx,1/12/18,4,1.431666667,3.852777778,6,0,19.71666667
Bronx,Manhattan,1/6/18,7,4.6,12.68333333,2,0,16.3
Brooklyn,Queens,1/9/18,17,7.68,33.40555556,3,5.85,34.15
Bronx,Bronx,1/29/18,4,0,0.891666667,3,0,1.9
Bronx,Manhattan,1/28/18,16,1.98,9.941666667,2,0,10.05
Queens,Unknown,1/24/18,23,14.22622222,20.05481481,10,4.788222222,70.408
Bronx,Bronx,1/12/18,12,4.128,16.72,6,0.348,16.998
Unknown,Queens,1/14/18,1,6.016666667,18.71388889,4,1.358333333,28.325
Unknown,Queens,1/29/18,14,3.34,8.596666667,9,1.846,19.922
Manhattan,Staten Island,1/8/18,14,13.19,22.46666667,1,0,54.58
Queens,Unknown,1/22/18,19,20.27051282,33.21217949,22,10.05324786,95.38538462
Queens,EWR,1/13/18,16,36.3,83.21666667,1,0,0.8
Manhattan,Staten Island,1/27/18,14,16.165,37.71666667,2,0,63.2
Unknown,Brooklyn,1/7/18,3,6.7,11.475,2,16.5,48.95
Unknown,Queens,1/4/18,9,0,0.05,2,10.56,63.36
Queens,EWR,1/15/18,16,37.41,67.94444444,3,35,213.6533333
Queens,Staten Island,1/18/18,12,23.7,49.83333333,1,0,80.32
Unknown,Brooklyn,1/14/18,0,5.4,18.16666667,1,5.05,25.35
Queens,Staten Island,1/18/18,13,22.9,32.03333333,1,0,72.32
Queens,Brooklyn,1/1/18,1,11.08039548,24.7329096,83,4.213841808,38.35028249
Queens,Brooklyn,1/1/18,5,13.14390152,24.5792803,71,5.365518939,44.55604924
Manhattan,Manhattan,1/3/18,21,2.878595114,17.16498695,11292,1.769300156,14.97195434
Manhattan,Manhattan,1/6/18,15,2.754907106,20.90265058,15786,1.657080708,15.15373167
Manhattan,Manhattan,1/7/18,21,2.697804825,14.5507109,6976,1.600549378,14.26427397
Manhattan,Queens,1/14/18,15,10.04317163,35.16225033,398,4.218323262,39.28034778
Brooklyn,Brooklyn,1/14/18,17,1.994741379,11.14212963,107,1.176819923,11.61896552
Queens,Brooklyn,1/14/18,18,13.83010101,43.82279461,132,4.478426768,46.21516919
Queens,Manhattan,1/16/18,12,13.29044702,36.62032734,706,7.207698275,52.01789543
Manhattan,Bronx,1/21/18,8,7.523571429,17.0077381,30,1.358928571,25.80285714
Queens,Queens,1/25/18,16,5.774050224,22.0017342,240,1.855050211,25.88720732
Manhattan,Brooklyn,1/27/18,21,6.341929204,29.32842156,474,3.312951164,28.97371091
Queens,Queens,1/11/18,19,6.559952667,21.220167,262,2.141683943,26.39888831
Queens,Queens,1/13/18,22,5.746139277,14.66911422,197,1.390145542,22.65991273
Brooklyn,Manhattan,1/13/18,23,5.485065789,39.49473684,83,2.888421053,24.18513158
Manhattan,Brooklyn,1/19/18,3,6.922016667,20.82682716,229,2.509821296,26.74618704
Brooklyn,Brooklyn,1/24/18,4,2.528461538,9.543589744,13,1.687692308,13.29538462
Queens,Manhattan,1/3/18,14,13.36807746,44.07079656,587,6.165470618,51.48547835
Queens,Brooklyn,1/6/18,18,13.17117816,42.75224754,114,3.84637931,43.77369869
Brooklyn,Queens,1/11/18,14,9.764666667,26.32111111,7,1.818,26.918
Manhattan,Queens,1/13/18,16,10.28629494,38.87742539,240,4.340363514,40.91841616
Brooklyn,Manhattan,1/16/18,14,4.887366667,25.6085,67,2.7833,24.3187
Queens,Queens,1/17/18,12,5.098736947,18.4214463,154,1.200358108,20.72116319
Unknown,Manhattan,1/21/18,16,1.444255952,8.072519841,42,2.873511905,19.93869048
Queens,Brooklyn,1/15/18,17,12.91175509,44.45175004,199,5.331368712,47.11531685
Queens,Manhattan,1/30/18,17,13.20395209,44.24609863,551,7.432330443,55.79758334
Manhattan,EWR,1/2/18,15,17.72755952,55.09260913,49,8.911369048,94.48880952
Queens,Bronx,1/8/18,6,18.715,52.40714286,15,2.668571429,63.03214286
Brooklyn,Brooklyn,1/16/18,17,1.792962963,11.69074074,66,1.49287037,12.88214506
Unknown,Manhattan,1/9/18,14,2.446346154,13.8508547,35,2.906858974,21.85339744
Queens,EWR,1/10/18,7,35.825,78.475,2,30.325,166.145
Queens,Brooklyn,1/20/18,15,12.64752821,39.07541453,139,3.912811538,43.58356795
Unknown,Manhattan,1/26/18,7,2.496811594,10.96099034,39,1.477188406,13.15776812
Manhattan,Unknown,1/31/18,13,8.701538462,20.19358974,29,4.382115385,49.90980769
Brooklyn,Manhattan,1/11/18,10,4.8025,24.28088235,40,3.436764706,24.08264706
Queens,Brooklyn,1/19/18,20,13.30796877,49.45984799,167,4.786952901,44.60382579
Brooklyn,Queens,1/16/18,3,11.45,19.62222222,3,5.416666667,40.38333333
Manhattan,EWR,1/29/18,16,17.66319444,37.47291667,27,12.84013889,96.81375
Unknown,Manhattan,1/31/18,11,1.854761905,12.48531746,35,1.225892857,13.61232143
Queens,Queens,1/5/18,5,3.232534722,9.7015625,68,0.482291667,13.34142361
Queens,Bronx,1/18/18,8,14.34111111,46.03333333,10,3.223333333,54.28666667
Manhattan,EWR,1/31/18,13,17.58226667,35.59,47,14.20006667,95.69556667
Brooklyn,Manhattan,1/2/18,13,5.239431818,18.88352273,27,1.676477273,21.74443182
Unknown,Queens,1/10/18,14,0.08,0.195833333,6,5.15625,41.56125
Manhattan,Bronx,1/19/18,1,9.10775,43.46166667,63,1.919,30.8135
Manhattan,Unknown,1/25/18,11,3.25525,12.31416667,23,3.91425,29.118
Manhattan,Unknown,1/2/18,15,8.456923077,77.25384615,28,1.23,43.49846154
Unknown,Manhattan,1/3/18,6,1.265384615,5.382692308,17,1.344487179,9.381666667
Bronx,Brooklyn,1/12/18,2,16.93,39.88333333,1,0,56.06
Brooklyn,Unknown,1/21/18,23,0.5,2.933333333,1,0,5.3
Manhattan,Staten Island,1/14/18,11,17.715,31.49166667,2,14.135,77.835
Bronx,Bronx,1/14/18,15,3.561481481,11.33888889,12,2.814444444,19.2162963
Brooklyn,Manhattan,1/26/18,1,3.831875,13.04791667,16,1.74875,17.11125
Unknown,Manhattan,1/2/18,13,1.812380952,8.344312169,31,1.758809524,16.96071429
Manhattan,EWR,1/4/18,6,18.54222222,37.98518519,5,10.00333333,94.24777778
Bronx,Queens,1/10/18,6,6.93,28.75,1,0,25.8
Manhattan,EWR,1/1/18,20,17.88369048,31.70615079,19,6.025119048,84.83702381
Unknown,Unknown,1/4/18,7,0.837881944,4.308159722,99,11.79951389,109.3347917
Queens,Unknown,1/26/18,0,11.6975,16.81538462,16,3.756538462,64.40557692
Brooklyn,Manhattan,1/30/18,11,4.376190476,20.35674603,23,1.622380952,20.73238095
Unknown,Queens,1/27/18,6,2.05,4,4,7.415,40.655
Manhattan,EWR,1/11/18,7,16.75974359,33.3267094,19,13.33589744,92.07166667
Manhattan,EWR,1/30/18,19,16.975,34.75,6,9.38,90.2
Unknown,Unknown,1/4/18,0,1.685173611,3.871990741,104,4.710034722,41.62475694
Manhattan,Unknown,1/7/18,20,4.405,13.24444444,6,2.841666667,61.55833333
Manhattan,Bronx,12/31/17,23,10.085,20.575,2,0,30.05
Manhattan,EWR,1/30/18,9,16.62857143,32.0952381,7,15.39857143,98.40142857
Brooklyn,Unknown,1/7/18,12,0,0,1,0,3.3
Manhattan,Staten Island,1/27/18,13,12.86,22.91666667,1,0,54.08
Brooklyn,Queens,1/12/18,2,5.486,14.91333333,5,1.56,20.66
Bronx,Manhattan,1/20/18,1,2.845,7.820833333,4,1.2,12.75
Unknown,Queens,1/8/18,13,4.09,14.27916667,9,2.838333333,25.81166667
EWR,EWR,1/11/18,5,0,0.3,1,0,100.3
Brooklyn,Queens,1/31/18,20,6.95,19.03055556,6,4.25,27.71666667
Brooklyn,Queens,1/8/18,15,12.084,47.01333333,5,3.54,44.64
Bronx,Manhattan,1/18/18,18,3.426666667,20.45,3,1.016666667,18.81666667
Brooklyn,Unknown,1/19/18,6,2.7,12.38333333,1,1.5,13.8
Queens,Unknown,1/9/18,5,11.388,21.83333333,5,1,43.2
Unknown,Queens,1/31/18,20,3.55,7.108333333,5,3.05,30.445
Queens,Unknown,1/29/18,17,18.04575,43.13458333,17,10.86433333,80.35225
Bronx,Manhattan,1/16/18,7,4.072,24.32,5,0.74,20.34
Manhattan,EWR,1/17/18,3,15.2,29.81111111,3,16.53666667,87.50333333
Unknown,Queens,1/25/18,15,3.342222222,10.87962963,6,6.247222222,37.19055556
Unknown,Unknown,1/20/18,8,1.124663462,4.918509615,105,0.769038462,106.14125
Unknown,Bronx,1/12/18,18,0.47,1.15,1,30,400.8
EWR,EWR,1/1/18,10,0,0.816666667,2,9.63,105.93
Brooklyn,Bronx,1/26/18,17,12.38,60.88333333,1,0,45.3
Brooklyn,Unknown,1/29/18,1,0,0,1,0,3.8
Queens,Bronx,1/29/18,3,12.07,19.6,1,0,41.06
Unknown,EWR,1/1/18,19,0,0.033333333,2,2.5,79.05
Brooklyn,Staten Island,1/27/18,12,11.22,22.38333333,1,9.06,54.38
Bronx,Queens,1/1/18,4,5.96,15.65,1,0,26.06
Bronx,Manhattan,1/30/18,9,1.2,8.533333333,1,0,8.3
Brooklyn,EWR,1/1/18,6,18.7,43.83333333,1,10,95.8
Bronx,Manhattan,1/2/18,20,3.34,14.6,1,0,14.3
EWR,Manhattan,1/20/18,21,16.3,27.06666667,1,0,92.8
Queens,EWR,1/17/18,17,35.4,81.5,1,0,143.06
Manhattan,Queens,1/2/18,2,7.101445783,18.78985944,91,1.382710843,26.00584337
Queens,Queens,1/3/18,13,5.67341024,29.79928406,223,1.263887053,21.84158325
Manhattan,Manhattan,1/6/18,11,2.642213352,16.0439272,12757,1.554796395,14.18440869
Queens,Queens,1/7/18,16,5.96512311,19.04773022,302,1.570467656,22.9774133
Manhattan,Manhattan,1/11/18,0,2.796472255,13.95145191,4517,1.659444741,14.14626004
Queens,Brooklyn,1/13/18,10,12.52628931,27.7081761,73,4.616352201,42.08616352
Manhattan,Manhattan,1/13/18,18,2.880440477,18.97096121,18819,1.830581938,15.69213887
Brooklyn,Queens,1/21/18,2,7.125833333,19.72318376,31,1.959038462,26.12442308
Manhattan,Bronx,1/26/18,22,9.415666667,37.41240741,145,2.513666667,33.51914815
Queens,Manhattan,1/28/18,7,10.87975084,44.61106341,157,4.574590909,40.89622054
Brooklyn,Manhattan,1/21/18,4,5.774888889,17.16888889,36,2.506277778,23.53183333
Queens,Manhattan,1/4/18,10,12.169,49.035,31,5.145333333,46.976
Manhattan,Queens,1/9/18,2,6.892725857,19.32733645,128,1.661596573,25.47760903
Queens,Queens,1/7/18,21,5.605296053,14.5840786,251,1.968702485,21.80183177
Bronx,Manhattan,1/21/18,22,1.8,8.233333333,1,0,9.8
Manhattan,Unknown,1/24/18,11,2.897333333,10.66055556,18,1.737,21.52033333
Queens,Manhattan,1/24/18,15,12.41125974,41.17172224,630,6.580864611,51.35306013
Manhattan,Brooklyn,1/11/18,11,6.086132716,29.42359774,187,2.914630864,28.27229753
Queens,Manhattan,1/23/18,10,12.41983787,38.74678974,492,6.734367349,50.44213955
Queens,Brooklyn,1/5/18,20,13.33125964,30.66224175,174,4.948992819,44.74359221
Queens,Queens,1/6/18,22,5.804392037,20.83490389,234,1.547754428,21.66292936
Unknown,Manhattan,1/28/18,18,1.724888889,8.625925926,44,4.385,29.815
Queens,Brooklyn,1/22/18,7,13.17995918,66.39246032,77,6.286530612,53.10408163
Brooklyn,Queens,1/18/18,21,6.16125,16.6125,8,2.72125,23.95875
Queens,Brooklyn,1/23/18,15,14.58318267,40.07881356,108,5.798008475,50.68604991
Unknown,Manhattan,1/20/18,21,2.06884058,11.74263285,29,3.247753623,18.4307971
Queens,Bronx,1/29/18,16,16.57793651,39.20634921,26,4.095079365,58.60349206
Queens,Bronx,1/31/18,0,15.67,25.22708333,8,4.7325,53.9475
Manhattan,EWR,1/25/18,0,16.65,39.575,2,19.5,97.55
Staten Island,Manhattan,1/21/18,12,17.09,56.65,1,14.82,88.9
Queens,Brooklyn,1/23/18,2,15.311,25.39,7,2.835,46.535
Bronx,Bronx,1/1/18,0,2.57962963,11.30462963,29,0.035185185,12.27962963
Manhattan,EWR,1/23/18,18,17.22,41.65833333,6,13.89,99.27333333
Unknown,Manhattan,1/11/18,14,2.993263889,16.69351852,38,2.643861111,18.33316667
Manhattan,Unknown,1/16/18,20,6.292575758,14.31136364,29,5.652045455,43.32886364
Queens,Brooklyn,1/12/18,2,13.51307692,24.62307692,13,2.937692308,42.35307692
Queens,Unknown,1/3/18,23,19.22133333,24.765,8,8.887333333,114.166
Queens,Bronx,1/22/18,10,16.33694444,33.98796296,19,6.441388889,60.28694444
Brooklyn,Manhattan,1/28/18,15,5.607222222,24.75231481,19,3.335,25.67666667
Bronx,Bronx,1/22/18,9,3.051153846,13.85897436,14,1.258461538,17.92384615
Bronx,Manhattan,1/17/18,8,2.805714286,27.32142857,7,1.718571429,20.81714286
Unknown,Brooklyn,1/10/18,0,4.113333333,6.838888889,4,2.866666667,18.33333333
Manhattan,Staten Island,1/16/18,19,18.424,39.21333333,5,9.024,79.804
Bronx,Bronx,1/17/18,17,2.188333333,11.03888889,6,0,11.96666667
Queens,Unknown,1/29/18,0,18.02488889,35.41907407,14,11.27922222,57.44633333
Unknown,Brooklyn,1/13/18,18,2.855,17.75,2,3.25,17.55
Unknown,Queens,1/24/18,14,0,0.063888889,4,4.753333333,34.22
Unknown,Unknown,1/6/18,17,1.358818182,7.580726228,324,7.408454545,64.44478683
Unknown,Queens,1/8/18,16,6.305,20.91,6,1.3,45.18
Unknown,Queens,1/28/18,16,1.2165,2.961666667,8,1.3925,18.1425
Brooklyn,Manhattan,1/3/18,14,4.9828,19.55466667,29,1.6982,21.2082
EWR,EWR,1/16/18,6,14.6,0.625,2,8.325,65.125
Unknown,Queens,1/31/18,14,4.575,14.68333333,4,3.9125,23.0925
Unknown,Unknown,1/18/18,3,3.6168,10.802,25,1.984,16.144
Brooklyn,Queens,1/26/18,11,10.9025,24.35833333,4,2.625,34.925
Queens,Staten Island,1/14/18,0,24.97,37.05,1,0,78.32
Unknown,Unknown,1/22/18,11,1.137874016,6.63093832,131,4.627549213,29.45701772
Unknown,Unknown,1/22/18,4,1.126428571,3.7,15,4.448214286,30.99821429
Manhattan,Staten Island,1/6/18,19,19.2,51.31666667,1,5,80.08
Unknown,Unknown,1/12/18,0,2.919791667,4.372685185,106,3.845243056,55.08291667
Unknown,Unknown,1/13/18,11,5.190272277,5.430693069,204,6.952178218,76.92064356
Queens,Unknown,1/12/18,13,16.44025,36.46916667,9,9.15725,75.35425
Manhattan,Staten Island,1/13/18,17,18.1,51.43333333,1,14,87.08
Bronx,Unknown,1/11/18,1,1.1,6.9,1,2,10.3
Queens,Brooklyn,1/5/18,15,13.65375871,50.19017413,129,4.676557214,49.8349403
Manhattan,Brooklyn,1/5/18,22,6.77988916,28.21546454,874,3.893743236,29.36595594
Queens,Brooklyn,1/11/18,22,14.13262854,31.00659861,215,5.758973127,47.77025674
Manhattan,Manhattan,1/16/18,17,2.716709897,19.02075172,15482,1.999091574,17.06945824
Queens,Manhattan,1/18/18,22,12.79537821,38.89357568,661,6.510115601,49.72275487
Manhattan,Manhattan,1/20/18,13,2.839649376,21.50690829,12424,1.851295695,16.99783552
Manhattan,Bronx,1/24/18,8,7.015813953,23.54050388,44,3.525116279,28.60953488
Manhattan,Manhattan,1/2/18,3,2.268688165,14.56519196,569,0.859528317,12.01987121
Manhattan,Manhattan,1/16/18,4,2.299642811,9.107420405,868,0.905869627,11.46474205
Manhattan,Brooklyn,1/24/18,1,6.214648383,19.18524144,289,2.908807314,25.0772391
Manhattan,Queens,1/27/18,6,11.14961982,21.80131525,262,4.910545916,41.30158197
